wyId,shortName,firstName,middleName,lastName,birthDate,birthArea,passportArea,currentTeamId
360949,F. Da Cruz,Fernando,,Da Cruz,,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
57369,H. Hallgrímsson,Heimir,,Hallgrímsson,1967-06-10,"{'id': 352, 'alpha2code': 'IS', 'alpha3code': 'ISL', 'name': 'Iceland'}","{'id': 352, 'alpha2code': 'IS', 'alpha3code': 'ISL', 'name': 'Iceland'}",0
216136,S. Lamouchi,Sabri,,Lamouchi,1971-11-09,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
270032,F. Pecchia,Fabio,,Pecchia,1973-08-24,"{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}","{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}",0
143326,A. Cissé,Aliou,,Cissé,1976-03-24,"{'id': 686, 'alpha2code': 'SN', 'alpha3code': 'SEN', 'name': 'Senegal'}","{'id': 686, 'alpha2code': 'SN', 'alpha3code': 'SEN', 'name': 'Senegal'}",0
25751,F. Hantz,Frédéric,,Hantz,1966-05-30,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
266521,P. Stöger,Peter,,Stöger,1966-04-11,"{'id': 40, 'alpha2code': 'AT', 'alpha3code': 'AUT', 'name': 'Austria'}","{'id': 40, 'alpha2code': 'AT', 'alpha3code': 'AUT', 'name': 'Austria'}",0
228372,S. Schwarz,Sandro,,Schwarz,1978-10-17,"{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}","{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}",2460
215903,M. Debeve,Mickaël,,Debeve,1970-12-01,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
5298,Quique Setién,Enrique,,Setién Solar,1958-09-27,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",684
251201,N. Kovač,Niko,,Kovač,1971-10-15,"{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}","{'id': 191, 'alpha2code': 'HR', 'alpha3code': 'HRV', 'name': 'Croatia'}",2444
240612,Paco López,Francisco José,,López Fernández,1967-09-19,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",695
8880,S. Dyche,Sean,,Dyche,1971-06-28,"{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}","{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}",1646
25549,D. Deschamps,Didier,,Deschamps,1968-10-15,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",4418
3500,Javi Calleja,Javier,,Calleja Revilla,1978-05-12,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",682
292863,M. Pochettino,Mauricio Roberto,,Pochettino Trossero,1972-03-02,"{'id': 32, 'alpha2code': 'AR', 'alpha3code': 'ARG', 'name': 'Argentina'}","{'id': 32, 'alpha2code': 'AR', 'alpha3code': 'ARG', 'name': 'Argentina'}",1624
209010,C. Puel,Claude,,Puel,1961-09-02,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
8357,R. Hodgson,Roy,,Hodgson,1947-08-09,"{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}","{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}",1628
266522,S. Ruthenbeck,Stefan ,,Ruthenbeck,1972-04-19,"{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}","{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}",3111
220743,O. Dall’Oglio,Olivier,,Dall’Oglio,1964-05-16,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
20508,C. Ranieri,Claudio,,Ranieri,1951-10-20,"{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}","{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}",3158
25606,J. Garcia,Jean Louis,,Garcia,1962-09-20,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",0
210146,A. Kombouare,Antoine,,Kombouare,1963-11-16,"{'id': 540, 'alpha2code': 'NC', 'alpha3code': 'NCL', 'name': 'New Caledonia'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",3804
301696,Juan Muñiz,Juan Ramón,,López Muñiz,1968-11-02,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",0
25683,J. Sablé,Julien,,Sablé,1980-09-11,"{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}","{'id': 250, 'alpha2code': 'FR', 'alpha3code': 'FRA', 'name': 'France'}",3782
8541,S. Allardyce,Sam,,Allardyce,1954-10-19,"{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}","{'id': 826, 'alpha2code': 'EN', 'alpha3code': 'XEN', 'name': 'England'}",0
4107,José Bordalás,José,,Bordalás Jiménez,1964-03-05,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",698
15005,L. Favre,Lucien,,Favre,1957-11-02,"{'id': 756, 'alpha2code': 'CH', 'alpha3code': 'CHE', 'name': 'Switzerland'}","{'id': 756, 'alpha2code': 'CH', 'alpha3code': 'CHE', 'name': 'Switzerland'}",2447
9092,G. Poyet,Gustavo Augusto,,Poyet Domínguez,1967-11-15,"{'id': 858, 'alpha2code': 'UY', 'alpha3code': 'URY', 'name': 'Uruguay'}","{'id': 858, 'alpha2code': 'UY', 'alpha3code': 'URY', 'name': 'Uruguay'}",0
82503,P. Vrba,Pavel,,Vrba,1963-12-06,"{'id': 203, 'alpha2code': 'CZ', 'alpha3code': 'CZE', 'name': 'Czech Republic'}","{'id': 203, 'alpha2code': 'CZ', 'alpha3code': 'CZE', 'name': 'Czech Republic'}",11255
287082,W. Zenga,Walter,,Zenga,1960-04-28,"{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}","{'id': 380, 'alpha2code': 'IT', 'alpha3code': 'ITA', 'name': 'Italy'}",0
134151,Del Bosque,Vicente,,Del Bosque,1950-12-23,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",0
136612,Carlos Queiroz,Carlos Manuel,,Brito Leal Queiróz,1953-03-01,"{'id': 508, 'alpha2code': 'MZ', 'alpha3code': 'MOZ', 'name': 'Mozambique'}","{'id': 620, 'alpha2code': 'PT', 'alpha3code': 'PRT', 'name': 'Portugal'}",0
333560,B. Hollerbach,Bernd,,Hollerbach,1969-12-08,"{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}","{'id': 276, 'alpha2code': 'DE', 'alpha3code': 'DEU', 'name': 'Germany'}",0
333641,Hierro,Fernando ,,Ruiz Hierro,1968-03-23,"{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}","{'id': 724, 'alpha2code': 'ES', 'alpha3code': 'ESP', 'name': 'Spain'}",0
